total_customer_count,all_order_repeat_customer_count,all_order_repeat_customer_rate_pct,completed_purchase_customer_count,no_completed_purchase_customer_count,completed_repeat_customer_count,completed_repeat_customer_rate_pct,completed_order_count,completed_payment_value,average_completed_order_value,average_completed_customer_value,average_completed_orders_per_customer,analysis_reference_date
96096,2997,3.12,93357,2739,2801,3.00,96477,15422461.77,159.86,165.20,1.03,2018-08-30
